date,start_hour,venue_id,event_type,title,tags
2019-07-20,13,yankee,MLB,Colorado Rockies @ New York Yankees,"sports,mlb"
2019-07-21,13,yankee,MLB,Colorado Rockies @ New York Yankees,"sports,mlb"
2019-07-23,19,citi,MLB,San Diego Padres @ New York Mets,"sports,mlb"
2019-07-24,19,citi,MLB,San Diego Padres @ New York Mets,"sports,mlb"
2019-07-25,12,citi,MLB,San Diego Padres @ New York Mets,"sports,mlb"
2019-07-26,19,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2019-07-27,19,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2019-07-28,13,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2019-07-30,19,yankee,MLB,Arizona Diamondbacks @ New York Yankees,"sports,mlb"
2019-07-31,13,yankee,MLB,Arizona Diamondbacks @ New York Yankees,"sports,mlb"
2019-08-01,20,msg,Concert,Dead & Company,"concerts,rock"
2019-08-02,20,msg,Concert,Dead & Company,"concerts,rock"
2019-08-02,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2019-08-03,13,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2019-08-04,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2019-08-05,16,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-08-06,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-08-07,12,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-08-09,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2019-08-10,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2019-08-11,13,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2019-08-12,13,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2019-08-13,19,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2019-08-14,13,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2019-08-15,19,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2019-08-16,19,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2019-08-17,13,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2019-08-18,13,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2019-08-20,19,citi,MLB,Cleveland Indians @ New York Mets,"sports,mlb"
2019-08-21,19,citi,MLB,Cleveland Indians @ New York Mets,"sports,mlb"
2019-08-22,19,citi,MLB,Cleveland Indians @ New York Mets,"sports,mlb"
2019-08-23,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2019-08-24,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2019-08-25,13,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2019-08-27,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2019-08-28,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2019-08-28,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2019-08-28,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-08-29,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2019-08-29,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-08-30,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-08-30,19,yankee,MLB,Oakland Athletics @ New York Yankees,"sports,mlb"
2019-08-31,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-08-31,13,yankee,MLB,Oakland Athletics @ New York Yankees,"sports,mlb"
2019-09-01,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-01,13,yankee,MLB,Oakland Athletics @ New York Yankees,"sports,mlb"
2019-09-02,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-02,13,yankee,MLB,Texas Rangers @ New York Yankees,"sports,mlb"
2019-09-03,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-03,18,yankee,MLB,Texas Rangers @ New York Yankees,"sports,mlb"
2019-09-04,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-04,18,yankee,MLB,Texas Rangers @ New York Yankees,"sports,mlb"
2019-09-05,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-06,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2019-09-06,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-07,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2019-09-07,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-08,13,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2019-09-08,13,metlife,NFL,BUF @ NYJ,"sports,nfl"
2019-09-08,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-09,19,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2019-09-09,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-10,19,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2019-09-10,11,us_open,Tennis,US Open 2019,"sports,tennis"
2019-09-11,19,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2019-09-12,13,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2019-09-13,19,citi,MLB,Los Angeles Dodgers @ New York Mets,"sports,mlb"
2019-09-14,19,citi,MLB,Los Angeles Dodgers @ New York Mets,"sports,mlb"
2019-09-15,19,citi,MLB,Los Angeles Dodgers @ New York Mets,"sports,mlb"
2019-09-15,13,metlife,NFL,BUF @ NYG,"sports,nfl"
2019-09-16,20,metlife,NFL,CLE @ NYJ,"sports,nfl"
2019-09-17,18,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2019-09-18,18,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2019-09-19,18,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2019-09-20,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2019-09-21,13,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2019-09-22,13,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2019-09-23,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-09-24,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-09-25,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-09-26,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2019-09-27,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2019-09-27,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2019-09-28,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2019-09-29,15,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2019-09-29,13,metlife,NFL,WAS @ NYG,"sports,nfl"
2019-10-06,13,metlife,NFL,MIN @ NYG,"sports,nfl"
2019-10-13,16,metlife,NFL,DAL @ NYJ,"sports,nfl"
2019-10-20,13,metlife,NFL,ARI @ NYG,"sports,nfl"
2019-10-21,20,metlife,NFL,NE @ NYJ,"sports,nfl"
2019-10-23,19,barclays,NBA,MIN @ BKN,"sports,nba"
2019-10-25,19,barclays,NBA,NYK @ BKN,"sports,nba"
2019-10-25,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2019-10-26,19,msg,NBA,BOS @ NYK,"sports,nba"
2019-10-28,19,msg,NBA,CHI @ NYK,"sports,nba"
2019-10-30,19,barclays,NBA,IND @ BKN,"sports,nba"
2019-11-01,19,barclays,NBA,HOU @ BKN,"sports,nba"
2019-11-03,8,marathon,Marathon,NYC Marathon 2019,"sports,marathon,street_closure"
2019-11-03,19,msg,NBA,SAC @ NYK,"sports,nba"
2019-11-04,19,barclays,NBA,NOP @ BKN,"sports,nba"
2019-11-04,20,metlife,NFL,DAL @ NYG,"sports,nfl"
2019-11-10,13,metlife,NFL,NYG @ NYJ,"sports,nfl"
2019-11-10,19,msg,NBA,CLE @ NYK,"sports,nba"
2019-11-14,19,msg,NBA,DAL @ NYK,"sports,nba"
2019-11-16,19,msg,NBA,CHA @ NYK,"sports,nba"
2019-11-18,19,barclays,NBA,IND @ BKN,"sports,nba"
2019-11-18,19,msg,NBA,CLE @ NYK,"sports,nba"
2019-11-20,19,barclays,NBA,CHA @ BKN,"sports,nba"
2019-11-22,19,barclays,NBA,SAC @ BKN,"sports,nba"
2019-11-23,19,msg,NBA,SAS @ NYK,"sports,nba"
2019-11-24,13,metlife,NFL,OAK @ NYJ,"sports,nfl"
2019-11-24,19,msg,NBA,BKN @ NYK,"sports,nba"
2019-11-27,18,macys_parade,StreetClosure,Macy's Balloon Inflation 2019,"street_closure,parade,thanksgiving,inflation"
2019-11-28,9,macys_parade,StreetClosure,Macy's Thanksgiving Day Parade 2019,"street_closure,parade,thanksgiving"
2019-11-29,19,barclays,NBA,BOS @ BKN,"sports,nba"
2019-11-29,19,msg,NBA,PHI @ NYK,"sports,nba"
2019-12-01,19,barclays,NBA,MIA @ BKN,"sports,nba"
2019-12-01,13,metlife,NFL,GB @ NYG,"sports,nfl"
2019-12-01,19,msg,NBA,BOS @ NYK,"sports,nba"
2019-12-05,19,msg,NBA,DEN @ NYK,"sports,nba"
2019-12-07,19,msg,NBA,IND @ NYK,"sports,nba"
2019-12-08,19,barclays,NBA,DEN @ BKN,"sports,nba"
2019-12-08,13,metlife,NFL,MIA @ NYJ,"sports,nfl"
2019-12-11,19,barclays,NBA,CHA @ BKN,"sports,nba"
2019-12-15,19,barclays,NBA,PHI @ BKN,"sports,nba"
2019-12-15,13,metlife,NFL,MIA @ NYG,"sports,nfl"
2019-12-17,19,msg,NBA,ATL @ NYK,"sports,nba"
2019-12-21,19,barclays,NBA,ATL @ BKN,"sports,nba"
2019-12-21,19,msg,NBA,MIL @ NYK,"sports,nba"
2019-12-22,13,metlife,NFL,PIT @ NYJ,"sports,nfl"
2019-12-23,19,msg,NBA,WAS @ NYK,"sports,nba"
2019-12-26,19,barclays,NBA,NYK @ BKN,"sports,nba"
2019-12-29,16,metlife,NFL,PHI @ NYG,"sports,nfl"
2019-12-30,20,msg,Concert,Phish NYE run,"concerts,rock"
2019-12-31,20,msg,Concert,Phish NYE run,"concerts,rock"
2019-12-31,18,times_sq,StreetClosure,Times Square NYE 2019,"street_closure,nye,times_square"
2020-01-01,19,msg,NBA,POR @ NYK,"sports,nba"
2020-01-04,19,barclays,NBA,TOR @ BKN,"sports,nba"
2020-01-07,19,barclays,NBA,OKC @ BKN,"sports,nba"
2020-01-10,19,barclays,NBA,MIA @ BKN,"sports,nba"
2020-01-10,19,msg,NBA,NOP @ NYK,"sports,nba"
2020-01-12,19,barclays,NBA,ATL @ BKN,"sports,nba"
2020-01-12,19,msg,NBA,MIA @ NYK,"sports,nba"
2020-01-14,19,barclays,NBA,UTA @ BKN,"sports,nba"
2020-01-16,19,msg,NBA,PHX @ NYK,"sports,nba"
2020-01-18,19,barclays,NBA,MIL @ BKN,"sports,nba"
2020-01-18,19,msg,NBA,PHI @ NYK,"sports,nba"
2020-01-20,19,barclays,NBA,PHI @ BKN,"sports,nba"
2020-01-22,19,msg,NBA,LAL @ NYK,"sports,nba"
2020-01-23,19,barclays,NBA,LAL @ BKN,"sports,nba"
2020-01-24,19,msg,NBA,TOR @ NYK,"sports,nba"
2020-01-25,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2020-01-26,19,msg,NBA,BKN @ NYK,"sports,nba"
2020-01-29,19,barclays,NBA,DET @ BKN,"sports,nba"
2020-01-29,19,msg,NBA,MEM @ NYK,"sports,nba"
2020-01-31,19,barclays,NBA,CHI @ BKN,"sports,nba"
2020-02-02,18,times_sq,Super Bowl,Super Bowl LIV watch parties NYC,"sports,superbowl"
2020-02-03,19,barclays,NBA,PHX @ BKN,"sports,nba"
2020-02-05,19,barclays,NBA,GSW @ BKN,"sports,nba"
2020-02-06,19,msg,NBA,ORL @ NYK,"sports,nba"
2020-02-12,19,barclays,NBA,TOR @ BKN,"sports,nba"
2020-02-12,19,msg,NBA,WAS @ NYK,"sports,nba"
2020-02-14,20,msg,Concert,Billie Eilish Where Do We Go Tour,"concerts,pop"
2020-02-20,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2020-02-21,19,msg,NBA,IND @ NYK,"sports,nba"
2020-02-24,19,barclays,NBA,ORL @ BKN,"sports,nba"
2020-02-29,19,msg,NBA,CHI @ NYK,"sports,nba"
2020-03-02,19,msg,NBA,HOU @ NYK,"sports,nba"
2020-03-04,19,barclays,NBA,MEM @ BKN,"sports,nba"
2020-03-04,19,msg,NBA,UTA @ NYK,"sports,nba"
2020-03-06,19,barclays,NBA,SAS @ BKN,"sports,nba"
2020-03-06,19,msg,NBA,OKC @ NYK,"sports,nba"
2020-03-08,19,barclays,NBA,CHI @ BKN,"sports,nba"
2020-03-08,19,msg,NBA,DET @ NYK,"sports,nba"
2020-03-17,11,st_patricks,StreetClosure,NYC St. Patrick's Day Parade 2020,"street_closure,parade,st_patricks"
2020-06-28,12,times_sq,StreetClosure,NYC Pride March 2020,"street_closure,parade,pride"
2020-07-24,16,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2020-07-25,16,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2020-07-26,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2020-07-29,19,citi,MLB,Boston Red Sox @ New York Mets,"sports,mlb"
2020-07-29,19,yankee,MLB,Philadelphia Phillies @ New York Yankees,"sports,mlb"
2020-07-30,19,citi,MLB,Boston Red Sox @ New York Mets,"sports,mlb"
2020-07-30,19,yankee,MLB,Philadelphia Phillies @ New York Yankees,"sports,mlb"
2020-07-31,19,barclays,NBA,ORL @ BKN,"sports,nba"
2020-07-31,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-01,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-02,19,barclays,NBA,WAS @ BKN,"sports,nba"
2020-08-02,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-03,19,yankee,MLB,Philadelphia Phillies @ New York Yankees,"sports,mlb"
2020-08-05,16,yankee,MLB,Philadelphia Phillies @ New York Yankees,"sports,mlb"
2020-08-07,19,barclays,NBA,SAC @ BKN,"sports,nba"
2020-08-07,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-08,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-09,13,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-10,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2020-08-11,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2020-08-11,19,yankee,MLB,Atlanta Braves @ New York Yankees,"sports,mlb"
2020-08-12,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2020-08-12,19,yankee,MLB,Atlanta Braves @ New York Yankees,"sports,mlb"
2020-08-13,19,barclays,NBA,POR @ BKN,"sports,nba"
2020-08-13,13,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2020-08-14,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-15,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-16,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-17,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2020-08-18,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2020-08-19,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2020-08-20,13,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2020-08-21,19,barclays,NBA,TOR @ BKN,"sports,nba"
2020-08-21,19,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2020-08-22,19,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2020-08-23,19,barclays,NBA,TOR @ BKN,"sports,nba"
2020-08-23,13,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2020-08-25,17,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-26,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-27,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-28,16,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2020-08-28,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-08-28,16,yankee,MLB,New York Mets @ New York Yankees,"sports,mlb"
2020-08-29,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-08-29,13,yankee,MLB,New York Mets @ New York Yankees,"sports,mlb"
2020-08-30,13,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2020-08-30,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-08-30,13,yankee,MLB,New York Mets @ New York Yankees,"sports,mlb"
2020-08-31,13,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2020-08-31,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-08-31,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2020-09-01,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-01,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2020-09-02,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-02,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2020-09-03,16,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2020-09-03,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-04,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2020-09-04,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-05,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2020-09-05,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-06,13,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2020-09-06,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-07,13,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2020-09-07,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-08,19,citi,MLB,Baltimore Orioles @ New York Mets,"sports,mlb"
2020-09-08,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-09,19,citi,MLB,Baltimore Orioles @ New York Mets,"sports,mlb"
2020-09-09,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-10,11,us_open,Tennis,US Open 2020,"sports,tennis"
2020-09-10,19,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2020-09-11,16,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2020-09-12,13,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2020-09-13,13,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2020-09-14,19,metlife,NFL,PIT @ NYG,"sports,nfl"
2020-09-15,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2020-09-16,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2020-09-17,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2020-09-18,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2020-09-19,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2020-09-20,13,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2020-09-20,13,metlife,NFL,SF @ NYJ,"sports,nfl"
2020-09-21,19,citi,MLB,Tampa Bay Rays @ New York Mets,"sports,mlb"
2020-09-22,19,citi,MLB,Tampa Bay Rays @ New York Mets,"sports,mlb"
2020-09-23,19,citi,MLB,Tampa Bay Rays @ New York Mets,"sports,mlb"
2020-09-25,19,yankee,MLB,Miami Marlins @ New York Yankees,"sports,mlb"
2020-09-26,13,yankee,MLB,Miami Marlins @ New York Yankees,"sports,mlb"
2020-09-27,13,metlife,NFL,SF @ NYG,"sports,nfl"
2020-09-27,15,yankee,MLB,Miami Marlins @ New York Yankees,"sports,mlb"
2020-10-01,20,metlife,NFL,DEN @ NYJ,"sports,nfl"
2020-10-11,13,metlife,NFL,ARI @ NYJ,"sports,nfl"
2020-10-18,13,metlife,NFL,WAS @ NYG,"sports,nfl"
2020-10-25,13,metlife,NFL,BUF @ NYJ,"sports,nfl"
2020-11-01,8,marathon,Marathon,NYC Marathon 2020,"sports,marathon,street_closure"
2020-11-02,20,metlife,NFL,TB @ NYG,"sports,nfl"
2020-11-09,20,metlife,NFL,NE @ NYJ,"sports,nfl"
2020-11-15,13,metlife,NFL,PHI @ NYG,"sports,nfl"
2020-11-25,18,macys_parade,StreetClosure,Macy's Balloon Inflation 2020,"street_closure,parade,thanksgiving,inflation"
2020-11-26,9,macys_parade,StreetClosure,Macy's Thanksgiving Day Parade 2020,"street_closure,parade,thanksgiving"
2020-11-29,13,metlife,NFL,MIA @ NYJ,"sports,nfl"
2020-12-06,13,metlife,NFL,LV @ NYJ,"sports,nfl"
2020-12-13,19,barclays,NBA,WAS @ BKN,"sports,nba"
2020-12-13,13,metlife,NFL,ARI @ NYG,"sports,nfl"
